name,lat,lng,evalu,review_cnt
ホテル椿山荘東京,35.7117779,139.7257143,4.8,1065
春日の湯　ドーミーイン後楽園,35.7102235,139.7535211,4.5,171
京王プレッソイン東京九段下,35.6968985,139.7518957,4.1,1692
ＪＲ東日本ホテルメッツ プレミア 秋葉原,35.6981366,139.7726442,4.5,42
アパホテル〈神田神保町駅東〉,35.6946228,139.7622114,4.2,587
ホテルモントレ半蔵門,35.686602,139.74212,4.2,3158
アパホテル〈御茶ノ水駅北〉,35.7031665,139.7672451,4.3,477
ダイヤモンドホテル,35.6853805,139.7424901,3.9,3681
アパホテル〈飯田橋駅前〉,35.7010193,139.7478194,4.2,43
すえひろの湯　ドーミーイン秋葉原,35.6996473,139.7713703,4.4,505
お茶の水イン〈全館禁煙〉,35.7015279,139.7662808,4.2,2090
アパホテル〈東京九段下〉,35.6982139,139.7494962,4.2,566
アパホテル〈水道橋駅前〉,35.7023126,139.7530095,4.4,135
ホテル東京ガーデンパレス,35.702759,139.7648401,4.5,749
ｓｅｑｕｅｎｃｅ ＳＵＩＤＯＢＡＳＨＩ,35.7023637,139.7525656,4.7,244
ホテルグランドヒル市ヶ谷,35.6917326,139.7331081,4.3,1718
東急ステイ水道橋,35.70088,139.7565992,4.6,2111
ホテルマイステイズ飯田橋,35.7054316,139.7423232,4.3,47
ファーストキャビン市ヶ谷,35.6922306,139.7346298,4.2,343
ホテルマイステイズ御茶ノ水コンファレンスセンター,35.697375,139.7684414,4.3,2353
後楽ガーデンホテル,35.70406735,139.7481894,4.2,22
ホテル京阪東京四谷,35.6868205,139.7274361,4.4,180
アパホテル〈秋葉原末広町駅前〉(電気街),35.6984707,139.7727871,4.5,48
ヴィラフォンテーヌ東京九段下｜住友不動産,35.6977733,139.7545531,4.5,1288
カプセルランド湯島,35.707666,139.7701404,4.0,687
お茶の水ホテル　昇龍館,35.6956325,139.762859,4.8,686
ホテルサトー東京,35.7033766,139.7554126,3.4,280
ホテル江戸屋,35.7049806,139.7678437,3.9,108
サクラホテル神保町,35.694959,139.756455,3.5,110
レジデンスホテルウィル新宿,35.6888689,139.715409,3.4,117
ロードス神楽坂ホテル,35.6988883,139.7333917,3.1,29
ホテルリブマックスBUDGET後楽園,35.7107589,139.7462639,2.1,985
アパホテル＆リゾート〈両国駅前タワー〉,35.6974261,139.7943487,4.2,460
アパホテル〈上野駅前〉,35.7102774,139.7770512,4.3,98
Ｓｍａｒｔ　Ｓｔａｙ　ＳＨＩＺＵＫＵ　上野駅前,35.7101484,139.7731753,4.3,903
アルモントホテル日暮里,35.7284492,139.7739099,4.8,19
リッチモンドホテルプレミア東京スコーレ,35.7102341,139.8137579,4.7,1405
浅草ビューホテルアネックス六区,35.7151733,139.7932755,4.6,174
浅草ビューホテル,35.7154468,139.7918097,4.6,4154
アパホテル〈浅草 蔵前北〉,35.7061717,139.7945894,4.6,108
アパホテル〈浅草 蔵前〉【2025年3月客室設備リニューアル】,35.7056851,139.7943467,4.2,159
京成リッチモンドホテル東京押上,35.7109288,139.8141536,4.6,373
ザ・ゲートホテル両国 by HULIC（THE GATE HOTEL両国 by HULIC）,35.6977883,139.7923471,4.7,286
スーパーホテル秋葉原・末広町　高濃度炭酸泉　藍染の湯,35.7034144,139.7732689,4.3,898
ザ・ゲートホテル雷門 by HULIC（THE GATE HOTEL 雷門 by HULIC),35.7108653,139.7953066,4.4,1265
ホテルグレイスリー浅草,35.7096226,139.795442,5.0,279
ホテルアクセラ,35.727684,139.799857,4.2,621
天然温泉 凌天の湯 御宿野乃浅草別邸（ドーミーインチェーン）,35.7149164,139.7947242,4.6,156
ホテルココ・グラン北千住,35.751346,139.8026966,4.5,1955
アパホテル〈浅草橋駅北〉,35.7001491,139.7877261,4.3,453
アパホテル〈上野 稲荷町駅北〉,35.7134567,139.7826815,4.4,182
アーバイン東京・上野 北千住,35.7522367,139.8045413,4.2,461
ロッテシティホテル錦糸町,35.6974849,139.8154482,4.4,2447
リッチモンドホテル浅草,35.7141245,139.7936921,4.3,1071
京成リッチモンドホテル東京錦糸町,35.6936367,139.8149441,4.3,441
リッチモンドホテルプレミア浅草,35.7141245,139.7936921,4.4,1612
ホテルリソル上野,35.7132578,139.7778548,4.3,36
ＨＯＴＥＬ　Ｇｕｅｓｔ１（ホテル　ゲストワン）上野駅前,35.7105109,139.7772478,4.1,954
ベッセルイン上野入谷駅前,35.7216125,139.7860954,4.4,1740
天然温泉 凌雲の湯 御宿 野乃浅草（ドーミーインチェーン）,35.715214,139.7942107,4.3,62
ホテルルートインＧｒａｎｄ東京浅草橋,35.6994334,139.7873371,4.3,414
サウナ＆カプセルホテル北欧,35.713043,139.777746,4.0,1378
上野ファーストシティホテル,35.706624,139.770435,4.1,1134
アパホテル〈浅草 田原町駅前〉,35.710269,139.7901016,4.2,135
アパホテル〈浅草　雷門南〉,35.7096089,139.7950759,4.5,180
スーパーホテル浅草,35.7150191,139.7982147,4.1,120
アパホテル〈上野 御徒町駅前南〉,35.7047021,139.7740389,4.2,104
アパホテル〈上野駅北〉,35.715951,139.7804047,4.2,472
ホテル丸忠CLASSICO,35.7289825,139.8012104,4.1,1561
アパホテル〈綾瀬駅前〉,35.7634067,139.8262053,4.2,166
京急ＥＸイン秋葉原,35.7016866,139.7750236,4.3,416
LIVCITY錦糸町参番館,35.6930702,139.8107537,5.0,10
変なホテル東京　浅草橋,35.6970775,139.7847605,4.2,448
ワシントンR&Bホテル上野広小路,35.707054,139.7718972,4.2,1129
ホテルニューグリーン御徒町,35.7048621,139.7756888,4.0,1033
プロスタイル旅館　東京浅草,35.7144273,139.8008594,4.4,133
変なホテルプレミア東京 浅草田原町,35.7082336,139.7913134,4.2,427
NOHGA HOTEL UENO TOKYO（ノーガホテル上野東京）,35.7101686,139.7782184,4.5,176
ホテルヒカリ,35.7286568,139.7999386,4.1,1395
アパホテル〈浅草橋駅前〉,35.6980659,139.7849758,4.2,116
東武ホテルレバント東京 東京スカイツリー(R)オフィシャルホテル,35.6972128,139.810939,4.1,4822
ＨＯＴＥＬ　ＴＡＢＡＲＤ　ＴＯＫＹＯ,35.6944202,139.817644,4.7,56
ホテルサンルート浅草,35.710672,139.7920368,4.2,1707
三井ガーデンホテル上野,35.7118567,139.7781079,4.4,1556
相鉄フレッサイン東京錦糸町,35.6959044,139.8116894,4.1,561
つるや旅館,35.71020246,139.8022224,4.7,388
スーパーホテル東京・錦糸町駅前　高濃度人工炭酸泉　北斎の湯,35.6978294,139.8115087,4.4,22
東横ＩＮＮアキバ浅草橋駅東口,35.6994137,139.7879384,4.1,243
徒士の湯ドーミーイン上野・御徒町,35.7090143,139.776061,4.3,696
アパホテル〈上野駅南〉,35.709175,139.7759199,4.2,112
アパホテル〈秋葉原駅北〉,35.7016755,139.7760459,4.2,195
浅草東武ホテル,35.7113848,139.7974249,4.4,440
ベッセルイン浅草　つくばエクスプレス,35.7184065,139.7923491,4.2,185
サウナ・カプセルホテル　ニューウイング,35.6940802,139.8129434,4.3,50
ＨＯＴＥＬ ＯＷＬ Ｔｏｋｙｏ,35.7292922,139.7732762,3.9,725
第一ホテル両国,35.698206,139.7970826,4.1,4016
ホテル丸忠ＣＥＮＴＲＯ,35.7305474,139.7990214,4.0,1442
ヴィラフォンテーヌ東京上野御徒町｜住友不動産,35.7074175,139.7851256,4.5,758
CANDEO HOTELS (カンデオホテルズ)上野公園,35.7217932,139.7797444,4.0,1855
ホテル京阪浅草,35.7149526,139.7928419,4.1,2428
東京ツーリストイン,35.7240642,139.777859,4.3,342
ホテルリブマックス東京綾瀬駅前,35.7636111,139.8240337,4.3,364
OMO3浅草 by 星野リゾート,35.7138264,139.7983176,4.3,39
トーセイホテルココネ浅草蔵前,35.7051971,139.7937896,4.4,211
アパホテル＜ＴＫＰ日暮里駅前＞,35.7270364,139.7728158,3.9,378
アパホテル〈浅草駅前〉,35.7082915,139.7955253,4.1,51
ホテルファミーＩＮＮ・錦糸町,35.6959726,139.8124506,3.9,1548
両国ビューホテル,35.6954732,139.7921092,4.1,2014
浅草セントラルホテル　本館,35.7114409,139.7941835,4.2,32
スーパーホテル上野・御徒町,35.7063479,139.775799,3.9,956
アートホテル日暮里ラングウッド,35.7281102,139.7729396,4.1,399
展望大浴場  あさひ湯　ドーミーインEXPRESS浅草,35.7175232,139.796724,3.9,49
アパホテル〈浅草　蔵前駅前〉,35.7027169,139.7905816,4.3,47
アパホテル〈京成上野駅前〉,35.7113744,139.7729255,4.1,22
相鉄フレッサイン上野御徒町,35.707912,139.772478,4.4,139
ホテル　ニューウエノ,35.7127877,139.7774824,4.1,607
hotel MONday 浅草,35.7167124,139.7943867,4.5,53
パールホテル両国,35.6964127,139.7914285,3.9,1798
アパホテル〈浅草　新御徒町駅前〉,35.7076515,139.7822117,4.2,70
ＭｙＣＵＢＥ　ｂｙ　ＭＹＳＴＡＹＳ　浅草蔵前,35.703844,139.791959,4.4,443
東横ＩＮＮ三ノ輪駅,35.726805,139.7896246,4.3,10
ハセベ町屋イン,35.7439368,139.7814133,4.1,819
上野東金屋ホテル,35.7109647,139.7778825,4.4,237
ホテルサンルート“ステラ”上野,35.7135389,139.7781833,4.0,767
アパホテル〈浅草 雷門〉,35.7101301,139.7951458,4.1,221
ホテルニュー東北,35.7105069,139.7790344,4.4,14
東横ＩＮＮ浅草蔵前２,35.703439,139.791933,4.4,15
両国リバーホテル,35.695536,139.7916137,3.8,1052
スパ＆カプセルホテル　グランパーク・イン北千住,35.746554,139.802575,4.1,346
ホテルツーリストイン上野御徒町,35.7063624,139.7850764,4.1,160
上野ステーションホステルオリエンタル１,35.7098615,139.7751173,3.7,102
センチュリオンホテル上野,35.7083946,139.7717974,4.2,1614
スーパーホテルＪＲ上野入谷口,35.715392,139.7800076,4.1,39
ホテルサンターガス上野店,35.7099646,139.7773894,3.9,496
ホテルマイステイズ日暮里,35.7276303,139.7742202,4.1,1004
ニューパークホテル,35.71025,139.7774157,4.0,426
ホテルトレンド東武浅草駅北,35.7136134,139.7982271,3.9,124
ホテル　セレッソ,35.7244071,139.775641,3.8,1282
上野アーバンホテルアネックス,35.7144944,139.7794211,4.3,102
1泊1980円ホテル Ｔｏｋｙｏ,35.724384,139.7869499,4.1,399
THE KANZASHI TOKYO ASAKUSA(ザ カンザシ 東京 浅草),35.7164206,139.7952283,4.1,161
ホテルマイステイズ上野稲荷町,35.7116879,139.7852508,4.2,8
HOTEL PRELE ホテルプレール,35.7166106,139.7856076,4.2,16
ビジネスホテルサンパレス,35.7308122,139.7983482,3.9,595
Ｔａｂｉｓｔ　ＨＯＴＥＬ　ＵＥＮＯ３９,35.710041,139.7756725,4.3,7
東横ＩＮＮ上野田原町駅,35.7078192,139.7913409,4.2,128
ホテルクラウンヒルズ上野プレミア,35.7091391,139.776906,3.8,25
hotel MONday 秋葉原浅草橋,35.6996199,139.7874515,4.2,58
ホテルマイステイズ上野イースト,35.712566,139.782054,4.0,11
ＴＨＥ ＮＥＬＬ　上野　御徒町,35.7096681,139.7777392,3.8,196
桜スカイホテル,35.6937575,139.8154425,4.1,229
ホテルマイステイズ上野入谷口,35.7128182,139.7820426,4.0,12
パレスジャパン,35.7283333,139.8,4.0,294
ホテルタビノス浅草,35.7164002,139.79291,4.0,252
ベストウェスタンホテルフィーノ東京秋葉原,35.7031968,139.7755791,3.9,105
【全館禁煙】ＷＥＢホテル　東京浅草橋,35.6990555,139.7843792,3.9,652
グランカスタマ上野店,35.709407,139.775746,3.8,240
カプセルホステル鈴森屋,35.69388,139.8171891,4.2,23
センチュリオンホテル＆スパ　上野駅前,35.7098441,139.7756888,3.8,428
ホテルパークアベニュー,35.69880519,139.8181569,3.9,249
吉池ホテル,35.70601653,139.7736375,4.1,27
ホテルサードニクス上野,35.7087163,139.7760908,3.5,2351
上野ステーションホステルオリエンタル２,35.7097135,139.7754264,3.6,791
トーセイホテルココネ浅草(2021年7月1日OPEN),35.7166187,139.7982778,4.0,15
THE LIGHT INN TOKYO TONERI,35.74125998,139.7690225,4.1,61
ホテルトレンド浅草田原町,35.7079195,139.790495,3.6,174
東京ＳＡ旅館,35.7271648,139.8008097,3.7,67
ホテル　シャーウッド,35.7212019,139.7800822,3.5,1503
ホテル柳橋,35.69609056,139.7863732,3.9,108
ＨＯＴＥＬ　ＥＭＩＴ　ＵＥＮＯ（ホテル　エミット　上野）,35.7119169,139.7805844,3.6,219
ネストホテルオルト蔵前駅前,35.7029062,139.7902338,3.6,54
ビジネスホテル　福田屋,35.725885,139.801521,3.6,505
STAY＆GO入谷北,35.7222684,139.7855293,3.7,13
ホテル　ラ　フィレンツェ,35.80750596,139.8013719,3.5,537
ホテルマイステイズ浅草,35.7039206,139.7974473,3.4,15
Ｈｏｔｅｌ　Ｃｏｍｆａｃｔ,35.7180951,139.7819729,3.5,74
Hostel JAZ,35.7165331,139.782085,3.7,31
Tabist アーバンステイズ浅草,35.7083964,139.8008809,3.7,73
カンガルーホテルＳＩＤＥ＿Ｂ,35.7265205,139.7999804,4.0,18
ホテルリブマックス浅草スカイフロント,35.7086831,139.8104611,3.4,489
ELE Hotel 東上野,35.7125777,139.784355,3.5,9
plat hostel keikyu asakusa karin,35.7068042,139.7996707,3.8,18
上野ターミナルホテル,35.7102082,139.7783751,3.2,488
ホテルトレンド浅草,35.7120947,139.7930653,3.5,113
アゴーラプレイス 東京浅草,35.7089914,139.7908709,3.4,237
ホテルひかり,35.7230374,139.7966936,3.9,47
上野アーバンホテル,35.7141958,139.7792733,3.3,232
みかみ浅草橋ホテル,35.6971121,139.7852942,3.5,9
PLAYSIS EAST TOKYO,35.7098383,139.8022979,3.6,23
Tabist ホテルマーキュリー 浅草橋,35.6988256,139.7869948,3.2,1391
ホテルプラスホステル東京浅草１,35.7100296,139.7955821,3.4,13
サクラホステル浅草,35.7160224,139.7948263,3.4,6
グリッズ　東京　上野駅前　ホテル＆ホステル,35.7152809,139.7792598,3.2,26
ホテルトレンド浅草ANNEX （ホテルトレンド浅草アネックス）,35.7122155,139.7929108,3.1,65
ａｎｏ　Ｈｏｔｅｌ　ａｓａｋｕｓａ,35.7057083,139.7984121,3.0,26
プチホテル　コスモス,35.7291189,139.7720481,2.9,6
カンガルーホテル,35.726429,139.799791,3.0,50
ホテルリブマックスBUDGET日暮里,35.72547,139.764317,2.5,471
Ｔａｂｉｓｔホテルテトラ池袋,35.7277051,139.7079476,3.5,868
Tabist ホテル フロリダ 池袋,35.7331273,139.7073904,3.3,123
カプセルホテルブロックルーム,35.7781922,139.7219552,3.5,41
ホテルヒルトップ,35.7769369,139.6334064,3.5,136
ＴＯＫＩＯ’ｓ　ＨＯＴＥＬ,35.7554547,139.7382843,3.4,16
サクラホテル池袋,35.7335181,139.708808,3.2,351
ホテルニュースター池袋,35.7349145,139.7097169,3.2,753
龍馬　池袋,35.7354436,139.7136166,2.6,61
京王プレッソイン池袋,35.7278392,139.7156663,4.1,3098
ＪＲ東日本ホテルメッツ目白,35.7212518,139.7069655,4.5,788
赤羽ホリックホテル（2022年4月1日OPEN）,35.7780869,139.722215,4.3,375
KOKO HOTEL 赤羽駅前（旧 ホテルウィング東京赤羽）,35.7792114,139.7191187,4.5,190
サンシャインシティプリンスホテル,35.7295337,139.7195456,4.0,3969
ホテルＢ４Ｔ赤羽,35.776903,139.7209181,4.5,79
東横ＩＮＮ赤羽駅東口,35.780004,139.7222239,4.1,48
センチュリオンホテル池袋,35.7319811,139.7145305,4.2,871
アパホテル〈東京板橋駅前〉,35.7450088,139.7195285,4.0,3076
ホテルマイステイズ東池袋,35.7295159,139.7239775,4.3,2541
カプセル＆サウナロスコ（旧カプセルイン駒込）,35.7382025,139.7493614,4.1,475
アパホテル〈駒込駅前〉,35.7384359,139.7457435,4.0,300
ホテルブーゲンビリア板橋,35.7452179,139.7205256,4.0,60
ホテルカデンツァ東京,35.7558733,139.6210634,4.3,14
ホテルルートイン東京池袋,35.731222,139.71715,4.2,990
はとやホテル,35.7346109,139.7080276,4.7,48
東横ＩＮＮ池袋北口１,35.7343003,139.7109747,4.2,187
ｈｏｔｅｌ　Ｓｉｒｏ（２０２０年６月開業）,35.7325854,139.7073259,4.1,182
ホテルマイステイズ東十条（旧フレックステイイン東十条）,35.7625408,139.7271706,4.0,20
板橋センターホテル,35.751479,139.708149,4.1,489
KOKO HOTEL 池袋（旧 ホテルウィングセレクト池袋）,35.7326331,139.717277,4.1,112
東横ＩＮＮ赤羽駅東口一番街,35.7834007,139.7199592,4.2,178
ホテルオーエド,35.735264,139.709289,4.1,765
KOKO HOTEL 池袋 East,35.7322035,139.7186541,4.3,1632
フレックステイイン江古田,35.737093,139.670187,4.0,27
東横ＩＮＮ京浜東北線王子駅北口,35.756373,139.735645,4.2,19
ＡＳＴＡ　ＨＯＴＥＬ（アスタホテル）,35.7330279,139.7032662,4.1,80
赤羽プラザホテル,35.7776817,139.7224544,3.9,1007
池袋ロイヤルホテル本館,35.7334829,139.7095366,3.9,122
大塚タウンホテル,35.7337603,139.7268125,3.9,1421
東横ＩＮＮ山手線大塚駅北口2,35.7326675,139.727227,4.1,208
第一イン池袋（阪急阪神第一ホテルグループ）,35.7320786,139.7129168,4.0,2776
ホテルアーバン,35.7304837,139.707489,4.0,8
Tabist ホテルオーロラ 池袋,35.732363,139.7060189,3.7,253
ホテルメンテルス巣鴨,35.7327197,139.7400751,3.9,1087
東横ＩＮＮ池袋北口２,35.7340531,139.7103353,3.8,387
ロードス大塚ホテル,35.7303498,139.730752,4.0,11
Ｔａｂｉｓｔ　東京シティービューホテル,35.7360175,139.7629055,3.7,52
カプセル＆サウナ　コスモプラザ赤羽,35.7808446,139.7203486,3.8,53
フレックステイイン常盤台,35.7582105,139.6924311,3.5,7
カプセルイン大塚,35.7323424,139.72892,3.7,486
ホテルスタープラザ池袋,35.732775,139.707942,3.5,1293
スマイルホテル巣鴨,35.7345781,139.739208,3.5,803
Ｂｅｌｌｅ　Ｖｉａ　Ｔｏｋｙｏ,35.7287228,139.734048,3.8,22
東京ゲストハウス板橋宿,35.75621,139.697255,3.9,44
貴美旅館,35.7334137,139.707574,3.7,8
大塚シティホテル,35.73039,139.72984,3.6,787
フレックステイイン巣鴨,35.7338076,139.7347122,3.3,9
アパホテル＆リゾート〈西新宿五丁目駅前タワー〉,35.68975,139.6834836,4.3,374
京王プラザホテル,35.6902544,139.6942516,4.8,4754
東京ビジネスホテル,35.6936296,139.7104906,4.3,3371
リッチモンドホテル東京武蔵野,35.7071467,139.5613879,4.4,2485
カプセルホテル新宿５１０,35.6973294,139.7024256,4.2,2156
高濃度炭酸泉　演舞の湯　スーパーホテル新宿歌舞伎町,35.6959885,139.7014923,4.4,83
西鉄イン新宿,35.6943063,139.6943681,4.2,2719
アパホテル〈新宿御苑前〉,35.6888879,139.7088748,4.3,53
日本青年館ホテル,35.674282,139.71565,4.8,415
豪華カプセルホテル　安心お宿プレミア新宿駅前店,35.6892851,139.7028627,4.4,880
新宿ワシントンホテル（本館）,35.6869153,139.6932758,3.7,7049
ホテルルートイン東京阿佐ヶ谷,35.6999826,139.633413,4.2,1991
ホテルアークタワー高円寺,35.7056754,139.650707,4.6,554
新宿プリンスホテル,35.6945414,139.700179,4.5,2306
JR東日本ホテルメッツ 高円寺,35.7055236,139.650093,4.4,1111
小田急ホテルセンチュリーサザンタワー,35.6863845,139.7004339,4.4,2131
アパホテル〈東新宿 歌舞伎町タワー〉,35.6979004,139.7038019,4.2,78
吉祥寺東急REIホテル,35.7017376,139.5803699,4.3,1401
安心お宿 Tokyo Woman 新宿荻窪,35.6992855,139.6222585,4.3,504
新宿ワシントンホテル ANNEX（別館）,35.6863463,139.69271,4.2,1822
ベッセルイン高田馬場駅前,35.7134291,139.7053999,4.5,71
ONSEN RYOKAN YUEN SHINJUKU(温泉旅館　由縁　新宿),35.6930649,139.711135,4.5,416
スマイルホテル東京阿佐ヶ谷,35.7046347,139.6348683,4.1,829
JR東日本ホテルメッツ 武蔵境,35.7019059,139.5450922,4.4,985
京王プレッソイン新宿,35.6857771,139.6924877,4.0,2284
ガロアホテル新大久保,35.702516,139.700062,4.6,150
相鉄グランドフレッサ　高田馬場,35.7125479,139.7049787,4.7,107
ハイアット リージェンシー 東京,35.6912457,139.69126,4.6,831
三井ガーデンホテル神宮外苑の杜プレミア,35.6799475,139.7155115,4.5,534
リーガロイヤルホテル東京,35.7103643,139.7224664,4.4,1333
プレミアホテル-CABIN-新宿,35.697258,139.70204,4.5,2713
ホテル　ブーゲンビリア曙橋,35.6926464,139.724913,4.2,69
アパホテル〈東新宿駅前〉,35.698308,139.7072797,4.3,507
アパホテル〈新宿 歌舞伎町タワー〉,35.6959008,139.7012316,4.0,62
ビジネスホテル　新宿タウンホテル,35.6958618,139.697525,3.9,1023
ホテル　リステル新宿,35.6928597,139.7114398,3.6,2738
かどやホテル,35.68981,139.69619,4.2,1105
ホテル　ブーゲンビリア新宿(旧　ラガール・ドゥ・ラヴィー新宿),35.6730574,139.6634164,4.2,1403
ビジネスホテル クレセント,35.7003322,139.662131,4.3,552
アパホテル〈新宿 歌舞伎町中央〉,35.6955582,139.702846,4.5,18
ホテルローズガーデン新宿,35.6944516,139.6937059,4.3,19
ダイワロイネットホテル西新宿 PREMIER,35.6943105,139.6893742,4.5,614
新宿サンパークホテル,35.7045466,139.6975986,3.8,874
ホテルサンライト新宿,35.6941667,139.7072222,3.8,1488
アパホテル〈東新宿 歌舞伎町東〉,35.6980015,139.7052076,4.4,155
パールホテル新宿曙橋,35.6941884,139.7208783,4.2,24
新宿グランベルホテル,35.6964448,139.7057244,3.8,728
アパホテル〈東新宿 歌舞伎町〉,35.6979653,139.704715,4.2,434
吉祥寺エクセルホテル東急,35.7061516,139.5785561,4.2,115
新宿ノースホテル,35.699742,139.69999,4.2,64
ＪＲ西日本グループ　ヴィアイン新宿,35.6934006,139.7073918,4.3,2703
景雲荘,35.6872566,139.6983893,4.4,340
全理連 代々木の宿（旧　全理連宿泊部）,35.6838728,139.7012289,4.5,803
HOTEL　１９８７  新宿新大久保,35.703991,139.7051782,4.4,33
東横ＩＮＮ新宿歌舞伎町,35.697385,139.7042551,3.8,317
Ｓｔａｙ　ＳＡＫＵＲＡ　Ｔｏｋｙｏ（ステイサクラ）新宿　百蔵,35.7028846,139.6961199,4.3,45
ナインアワーズウーマン新宿,35.6903539,139.7082415,4.3,35
新宿アーバンホテル,35.6950309,139.7060865,4.0,1773
荻窪とんぼホテル,35.6992855,139.6222585,4.2,12
シティテル武蔵境,35.701596,139.542802,4.3,127
ビジネスホテル　新宿タウンアネクス,35.6952815,139.697556,3.9,444
ホテルグレイスリー新宿,35.6953583,139.7020345,3.6,751
ホテルリブマックス新宿歌舞伎町明治通,35.6969053,139.7069551,4.0,260
東横ＩＮＮ新宿御苑前駅３番出口,35.6894735,139.7112454,4.4,9
グランディオーソ中野富士見町,35.6885804,139.6686727,4.4,25
新宿ホテルパークイン,35.6905358,139.710185,3.2,1845
ホテルシェーナ,35.6959436,139.7043392,3.9,334
ホテルマイステイズ西新宿,35.6949249,139.6973203,3.6,9
ｐｏｄ　ｓｅｌｅｃｔ　ＨＯＴＥＬ　新宿,35.6907125,139.7078042,3.8,11
ａｌｍｏｎｄ　ｈｏｓｔｅｌ　＆　ｃａｆｅ,35.6700127,139.687538,3.8,103
ＨＯＴＥＬ　ＫＯＹＡＭＡ　新宿,35.7024808,139.6970729,4.0,13
三鷹シティホテル,35.6993083,139.5622167,3.3,34
シティホテル甲隆閣,35.701939,139.6969053,3.7,1021
相鉄フレッサイン東新宿駅前,35.6985755,139.7079019,3.3,2888
The GLOBAL HOTEL TOKYO,35.6993449,139.7007717,3.7,14
ザ ノット 東京新宿(THE KNOT TOKYO Shinjuku),35.6885337,139.6884765,3.6,5
ロイヤルホテル新大久保,35.7020056,139.6985247,3.5,166
エースイン新宿,35.6925119,139.7243036,3.3,247
西新宿グリーンホテル,35.6770361,139.6752397,3.3,183
新宿イーストホテル,35.6963141,139.7063474,3.4,185
イリキャビン新宿歌舞伎町,35.6960834,139.7026251,2.9,63
ホテルたてしな,35.692288,139.709014,2.8,522
新宿区役所前カプセルホテル,35.6937411,139.7040213,2.4,8
ビジネスホテル国際ホテル歌舞伎町,35.6960834,139.7026251,2.8,100
ホテルリブマックス高田馬場駅前,35.7130432,139.7014184,2.0,254
ホテルマイステイズ五反田駅前,35.626437,139.722806,3.9,127
京王プレッソイン五反田,35.6264694,139.7207975,4.2,2086
ＪＲ東日本ホテルメッツ プレミア 五反田,35.625998,139.7240422,4.7,68
ドーミーインＰＲＥＭＩＵＭ渋谷神宮前,35.6657834,139.7022319,4.4,42
OMO5東京五反田 by 星野リゾート,35.6224876,139.7215785,4.6,140
JR東日本ホテルメッツ 渋谷,35.6557605,139.7038518,4.3,1974
アパホテル〈渋谷道玄坂上〉,35.6562119,139.6951359,4.1,561
東急ステイ用賀,35.6264266,139.6336132,4.5,540
ネストホテルオルト目黒駅前,35.6341748,139.7134158,4.1,686
三井ガーデンホテル五反田,35.6252932,139.7254354,4.2,704
ホテルピュリッツァー自由が丘,35.6080271,139.6672405,4.5,17
ザ・ワンファイブ東京渋谷,35.6642795,139.700112,4.3,137
ホテルロイヤルオ－ク五反田,35.6248177,139.7242301,3.5,126
ウェスティンホテル東京,35.6415837,139.7154177,4.2,820
二子玉川エクセルホテル東急,35.6105515,139.6300671,4.2,265
旅館　山水荘,35.6245941,139.7264537,4.9,125
渋谷東武ホテル,35.6629443,139.6989747,4.0,748
サクラ・フルール青山,35.6595165,139.7058144,4.0,2804
the b 三軒茶屋（ザビーさんげんぢゃや）,35.6423777,139.6702046,3.6,1141
ホテルマイステイズ五反田,35.6252984,139.7284088,3.7,36
ＫＫＲホテル中目黒（国家公務員共済組合連合会目黒宿泊所）,35.6445652,139.691854,4.0,34
ホテルアベスト目黒,35.6342508,139.7146971,3.7,595
ドーミーインEXPRESS目黒青葉台,35.649233,139.692163,4.0,217
渋谷東急REIホテル,35.6602231,139.7019877,3.9,841
東急ステイ目黒・祐天寺,35.6360615,139.6907146,4.2,346
オリンピックイン渋谷,35.6518667,139.6864092,3.8,1180
渋谷エクセルホテル東急,35.6585773,139.6998213,4.0,879
やどかん,35.6574055,139.6597677,4.4,16
東急ステイ五反田,35.6270734,139.7250084,4.5,1469
ドシー五反田,35.6262614,139.7257992,3.8,120
ビジネスホテル経堂,35.6484554,139.6360239,4.2,6
ホテルサーブ渋谷,35.651056,139.6847754,3.6,20
Tabist ホテルニューワシントン 渋谷,35.6649262,139.6941237,3.8,164
東急ステイ渋谷　新南口,35.6548299,139.7051981,3.8,1351
日の出ホテル,35.6273673,139.7256112,3.5,65
サウナ＆カプセルミナミ　学芸大店,35.6300372,139.6858818,3.8,32
目黒ホリックホテル,35.6348817,139.7139559,3.5,155
ホテルレジデンス 大橋会館 by Re-rent Residence,35.6497006,139.6877522,3.6,36
ドシー恵比寿,35.6479425,139.7101294,3.0,242
ホテル恵比寿,35.6461371,139.7153917,3.2,9
アワーズイン阪急,35.6055857,139.7342741,4.3,259
京急ＥＸイン　羽田イノベーションシティ,35.5480088,139.7555838,4.4,801
アパホテル〈大森駅前〉,35.5894103,139.7296136,4.5,549
ＪＲ東日本ホテルメッツ　大森,35.5885212,139.728228,4.5,226
アパホテル〈京急蒲田駅前〉,35.5625596,139.7229745,4.5,68
ホテルルートイン東京蒲田－あやめ橋－,35.5624815,139.7215853,4.5,529
羽田エクセルホテル東急,35.5533558,139.7867528,4.3,4089
京急ＥＸイン京急蒲田駅前,35.5586378,139.7221108,4.3,70
ホテルメトロポリタン羽田,35.5492475,139.7546477,4.6,129
ヴィラフォンテーヌ グランド 羽田空港｜住友不動産,35.5437002,139.765892,4.3,617
